690456814ab79c6580dd2a1a,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:09.858Z,suadiye@theistanbulresidences.com,640ffdd0f3084899b5bba4dd,18,2025-11-04T06:43:55.968Z
690456814ab79c6580dd2a1b,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:09.894Z,info@albahotels.com.tr,640ffdb8f3084899b5bb84f7,6,2025-11-04T06:43:55.988Z
690456814ab79c6580dd2a1c,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:09.908Z,info@nagibeachbodrum.com,640ffdcaf3084899b5bb9b26,7,2025-11-04T06:43:55.995Z
690456814ab79c6580dd2a1d,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:09.924Z,sales@bayberd.com,640ffdd9f3084899b5bbb101,6,2025-11-04T06:43:56.019Z
690456814ab79c6580dd2a1e,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:09.942Z,bodrum-info@themarmarahotels.com,640ffdc7f3084899b5bb9926,18,2025-11-04T06:43:56.028Z
690456824ab79c6580dd2a1f,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:10.419Z,kelesfaruk@hotmail.com,640ffdd6f3084899b5bbabcb,6,2025-11-04T06:43:56.053Z
690456824ab79c6580dd2a20,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:10.435Z,comfortsuitehotel@gmail.com,640ffddef3084899b5bbb98c,6,2025-11-04T06:43:56.042Z
690456824ab79c6580dd2a21,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:10.447Z,sisli-info@themarmarahotels.com,640ffdd0f3084899b5bba4b9,18,2025-11-04T06:43:56.035Z
690456824ab79c6580dd2a22,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:10.470Z,rezervasyon@akarhotel.com.tr,640ffdb8f3084899b5bb8453,12,2025-11-04T06:43:56.066Z
690456824ab79c6580dd2a23,domain.CampaignLeadScore,FAE86972423E491DB617290161D0BBCD,SHOPIFY_MULTIPLE_ADS,2025-10-31T06:26:10.490Z,pera-info@themarmarahotels.com,640ffdd0f3084899b5bba4b8,18,2025-11-04T06:43:56.089Z
